iter	Logloss
0	0.689015061
1	0.685125864
2	0.6798683005
3	0.6759176743
4	0.6713831248
5	0.6678932353
6	0.6635448568
7	0.6603577841
8	0.6556848282
9	0.6516978642
10	0.6474150603
11	0.6437954792
12	0.6398591771
13	0.6358298662
14	0.6306769121
15	0.627026906
16	0.6235552172
17	0.6199747895
18	0.6158644233
19	0.6116741813
20	0.6075466234
21	0.6038828571
22	0.5999933873
23	0.5968190573
24	0.5930847604
25	0.5902019462
26	0.5875225106
27	0.5831754447
28	0.5799119897
29	0.5759616932
30	0.5720901618
31	0.5685689726
32	0.565831598
33	0.5631377466
34	0.5597259414
35	0.5573698261
36	0.554479466
37	0.5518673641
38	0.5494893067
39	0.5464094393
40	0.5438126002
41	0.540760492
42	0.53832147
43	0.5353848183
44	0.5327280368
45	0.5303383267
46	0.5275431512
47	0.525098716
48	0.5219299264
49	0.519364561
50	0.5167433138
51	0.5141289953
52	0.511550836
53	0.5091270261
54	0.5070112258
55	0.505108073
56	0.5030004412
57	0.5004375912
58	0.4984057358
59	0.4959575948
60	0.4937320584
61	0.4912822851
62	0.4894084114
63	0.4871342517
64	0.4854201049
65	0.4829595585
66	0.4810778359
67	0.4788503374
68	0.4767023097
69	0.4743067972
70	0.4719054373
71	0.4703270766
72	0.4677234144
73	0.4649986706
74	0.4628435289
75	0.4606710077
76	0.4584330633
77	0.4564582351
78	0.4544107024
79	0.4524108126
80	0.4503640461
81	0.4481976919
82	0.446277016
83	0.4442004659
84	0.4422533322
85	0.4409452471
86	0.4385598745
87	0.4367765164
88	0.434924541
89	0.4331343321
90	0.4314968404
91	0.4298297919
92	0.4283854312
93	0.4274041169
94	0.4258198853
95	0.4240711359
96	0.4226442366
97	0.421076968
98	0.4193977537
99	0.4175023176
100	0.4164153491
101	0.4151048814
102	0.4132200394
103	0.4116882861
104	0.4105907648
105	0.4089419925
106	0.4072339417
107	0.4058932161
108	0.4043598675
109	0.4026028737
110	0.4008748933
111	0.3998465915
112	0.3984378116
113	0.3970520973
114	0.3956793626
115	0.394551445
116	0.3934270789
117	0.3924779485
118	0.3908647634
119	0.3895256753
120	0.3883663839
121	0.3870883793
122	0.3856390898
123	0.3843494215
124	0.3832085788
125	0.3822676831
126	0.3806515866
127	0.3793632113
128	0.3781599486
129	0.3771739816
130	0.3754265793
131	0.3741401338
132	0.3727995163
133	0.3718213223
134	0.3706818446
135	0.3697338611
136	0.3684819782
137	0.3668970653
138	0.3657967865
139	0.3643662993
140	0.3633858381
141	0.3617242243
142	0.3607076888
143	0.3595731424
144	0.3581928819
145	0.3567228783
146	0.3554215874
147	0.3544443765
148	0.353501775
149	0.3524967296
150	0.3513539166
151	0.3503221467
152	0.3488516777
153	0.3477001932
154	0.3464668701
155	0.3457620786
156	0.3447985786
157	0.3437636254
158	0.3430005929
159	0.3419953816
160	0.3407405508
161	0.3398588488
162	0.3392023128
163	0.3378952025
164	0.3368141013
165	0.3361180762
166	0.3351600167
167	0.3341986775
168	0.3332188955
169	0.3323157477
170	0.3312110575
171	0.3303969787
172	0.3296240227
173	0.3288355194
174	0.3279599845
175	0.327149685
176	0.3262138576
177	0.3254089364
178	0.3245066321
179	0.3238472464
180	0.3227364264
181	0.3216687739
182	0.3206311465
183	0.3199132101
184	0.31888022
185	0.3182650726
186	0.3175989448
187	0.316727523
188	0.316113045
189	0.315180718
190	0.3142915027
191	0.3133303781
192	0.3126207202
193	0.311903617
194	0.3112422094
195	0.3104947579
196	0.3097326788
197	0.3090713896
198	0.3085911485
199	0.307839431
200	0.3069882996
201	0.3062079895
202	0.3053087337
203	0.304378678
204	0.3037134282
205	0.3030480744
206	0.3024050059
207	0.3017691495
208	0.3010925405
209	0.3003881107
210	0.2998177129
211	0.2990180115
212	0.298267406
213	0.2975509134
214	0.2968699202
215	0.2963496488
216	0.295541335
217	0.2949135101
218	0.2939864323
219	0.2931890021
220	0.2922745784
221	0.2916520557
222	0.2910523005
223	0.290621279
224	0.2900005803
225	0.2891779352
226	0.2885961405
227	0.2879894035
228	0.2872254142
229	0.2866691045
230	0.2859202418
231	0.2851595708
232	0.2845466584
233	0.2840071836
234	0.2835301055
235	0.2828908594
236	0.2821274344
237	0.2815095673
238	0.2808655984
239	0.2799477682
240	0.2792928183
241	0.2785716168
242	0.2779802041
243	0.2772713615
244	0.2768158873
245	0.2761634023
246	0.275361837
247	0.2747376423
248	0.2740526641
249	0.2735502227
250	0.2728829369
251	0.2723755363
252	0.2716312096
253	0.2710310737
254	0.2703028368
255	0.26993258
256	0.2694740374
257	0.2687771976
258	0.2683533399
259	0.2678825098
260	0.2673091754
261	0.2668183852
262	0.2662704692
263	0.2656442238
264	0.2650290584
265	0.2645692753
266	0.2640388619
267	0.2633475346
268	0.2627163876
269	0.2623727756
270	0.2618618196
271	0.2611539029
272	0.2606273557
273	0.2602048375
274	0.259796193
275	0.2593778478
276	0.2587352652
277	0.2582945368
278	0.2579365051
279	0.2573977134
280	0.256844233
281	0.2562540569
282	0.255662325
283	0.2549191338
284	0.254553294
285	0.2539773051
286	0.2534811359
287	0.2529544377
288	0.2523299933
289	0.2519128009
290	0.2512506124
291	0.2508956476
292	0.2503074976
293	0.2496955737
294	0.2492600795
295	0.2487501639
296	0.2481246916
297	0.2475401899
298	0.2470472329
299	0.2465973387
300	0.2461465558
301	0.2454716441
302	0.2451460627
303	0.244403039
304	0.2439543498
305	0.2434136563
306	0.2428352892
307	0.2422163186
308	0.2417493473
309	0.2410067304
310	0.2406503878
311	0.2400234853
312	0.2396494953
313	0.2391275135
314	0.238740315
315	0.238270158
316	0.237839643
317	0.2374732797
318	0.2370329476
319	0.2365479974
320	0.2359683447
321	0.2355176557
322	0.2349424764
323	0.2343502173
324	0.2340012576
325	0.2334627264
326	0.2330111905
327	0.2324572103
328	0.2320244084
329	0.231654493
330	0.2312334571
331	0.2307454604
332	0.2302787529
333	0.2298348426
334	0.229322834
335	0.2287989476
336	0.2283837074
337	0.2279525363
338	0.2274950022
339	0.2271817721
340	0.2268998103
341	0.2264748438
342	0.2261069299
343	0.2255152306
344	0.2250971511
345	0.2247281413
346	0.2243500701
347	0.2240323306
348	0.2235784785
349	0.2229605315
350	0.222447521
351	0.2220788677
352	0.2215809923
353	0.2211806075
354	0.220872378
355	0.2204940222
356	0.2201030192
357	0.219715899
358	0.2194074877
359	0.2189916695
360	0.2186478008
361	0.218236382
362	0.217737899
363	0.2173782957
364	0.2170659742
365	0.2166254022
366	0.216171235
367	0.2157201764
368	0.2153433888
369	0.214886953
370	0.2145283216
371	0.2142105452
372	0.2138299471
373	0.2134808401
374	0.213065596
375	0.2126148191
376	0.2121997085
377	0.2118293576
378	0.2113619914
379	0.2109080658
380	0.2105773912
381	0.2101230492
382	0.2096438082
383	0.2093062115
384	0.2090363502
385	0.2086719546
386	0.2081549256
387	0.2077700799
388	0.2073986115
389	0.2070743182
390	0.2067077109
391	0.2063749632
392	0.2060153999
393	0.2056000876
394	0.2051606393
395	0.2046108799
396	0.2043372607
397	0.2038965257
398	0.2034478437
399	0.2029901731
400	0.2024915969
401	0.2023063249
402	0.202120878
403	0.2017887029
404	0.2014406383
405	0.2010667662
406	0.2006295943
407	0.2002531299
408	0.1997995132
409	0.1995400928
410	0.1991946188
411	0.1987562486
412	0.1984483538
413	0.1980450068
414	0.197691417
415	0.1974500609
416	0.1970991925
417	0.1966235529
418	0.1963010078
419	0.1959763322
420	0.1955703326
421	0.1951415049
422	0.1948442214
423	0.1946173691
424	0.194323502
425	0.1941138721
426	0.1936741355
427	0.1934244039
428	0.1930580449
429	0.1927182483
430	0.1924694448
431	0.1921000599
432	0.1919988523
433	0.1916243032
434	0.1912631859
435	0.1907762602
436	0.1904922728
437	0.190106862
438	0.1899022012
439	0.1893926956
440	0.189065275
441	0.1888407163
442	0.1884909062
443	0.1882405464
444	0.1879771314
445	0.1877100626
446	0.1873832989
447	0.1869675742
448	0.186664664
449	0.186290545
450	0.1860187945
451	0.1857100554
452	0.1855067073
453	0.1850072501
454	0.1847131428
455	0.1843648318
456	0.184067506
457	0.1837435382
458	0.1835387821
459	0.1831743068
460	0.1828791523
461	0.1826658038
462	0.1822628664
463	0.1819541405
464	0.1816197229
465	0.1814129922
466	0.1809574722
467	0.180718999
468	0.1804696355
469	0.1801086575
470	0.1796775288
471	0.1793628292
472	0.1790342011
473	0.1786428456
474	0.1783125572
475	0.1780824364
476	0.1778800007
477	0.1776124499
478	0.1772284845
479	0.1769630678
480	0.1766253231
481	0.1763451133
482	0.1760939004
483	0.1757841492
484	0.1755467661
485	0.1754169224
486	0.1750645661
487	0.1747670669
488	0.1745558617
489	0.1743320554
490	0.1740118214
491	0.1736572043
492	0.1734572327
493	0.1730871873
494	0.1727970084
495	0.1726040308
496	0.172327723
497	0.1720071596
498	0.1716842982
499	0.1713653416
500	0.1710168112
501	0.170725637
502	0.1704485523
503	0.1701469778
504	0.1698512266
505	0.169640383
506	0.1694141822
507	0.1691948143
508	0.1689896679
509	0.1686968871
510	0.1683329952
511	0.1679745743
512	0.1675723252
513	0.1672414849
514	0.1669797943
515	0.1667215951
516	0.1662959902
517	0.1660235508
518	0.1656622051
519	0.1654522893
520	0.1651546971
521	0.1647872675
522	0.1644692791
523	0.1642507696
524	0.1638630184
525	0.1635667007
526	0.1633367112
527	0.1631181582
528	0.1628050337
529	0.162656648
530	0.1623200859
531	0.1620554009
532	0.161843748
533	0.1616211808
534	0.1613584516
535	0.1610992056
536	0.1608462904
537	0.1604863319
538	0.1603046397
539	0.1600668995
540	0.1598511507
541	0.1596512703
542	0.1593671748
543	0.1590470126
544	0.1587777689
545	0.1585385333
546	0.1582804736
547	0.158010069
548	0.1577521138
549	0.1576393449
550	0.157363774
551	0.1572309136
552	0.1570397969
553	0.1566206288
554	0.1563431204
555	0.1559931294
556	0.155780622
557	0.1555312028
558	0.1553406754
559	0.1550108986
560	0.1547452251
561	0.1543670461
562	0.1541349595
563	0.1539456046
564	0.1537731983
565	0.1535828913
566	0.1533565764
567	0.1531697743
568	0.1530176961
569	0.1527732966
570	0.152565767
571	0.1523746674
572	0.1521461956
573	0.1519957312
574	0.1517147505
575	0.151524748
576	0.1512941738
577	0.1511215363
578	0.1509080496
579	0.1507327449
580	0.1505488266
581	0.1502856161
582	0.1500291069
583	0.1498688179
584	0.1496727543
585	0.1494004738
586	0.1491614504
587	0.1489518076
588	0.1486513161
589	0.1484032297
590	0.1481508767
591	0.1478736218
592	0.1475914993
593	0.1473700459
594	0.1471685885
595	0.1469442029
596	0.1466673039
597	0.1464663712
598	0.1462192962
599	0.1459778924
600	0.1457806083
601	0.145557811
602	0.1453126495
603	0.1450156072
604	0.1447833766
605	0.1445651731
606	0.1443121173
607	0.1440602074
608	0.1438407979
609	0.1436496988
610	0.143442762
611	0.1431946214
612	0.1429696538
613	0.1427742787
614	0.1425116688
615	0.1422909084
616	0.1420914016
617	0.1418143333
618	0.141636157
619	0.1414511604
620	0.1411828451
621	0.1408973587
622	0.1405970143
623	0.1403178684
624	0.1401901561
625	0.1399114905
626	0.13963103
627	0.1393926098
628	0.1392033843
629	0.1389155838
630	0.1387983905
631	0.1385394298
632	0.1383148338
633	0.1380715966
634	0.1377582081
635	0.1375906187
636	0.1373258105
637	0.1371134886
638	0.1369092013
639	0.1367131718
640	0.1364497103
641	0.1362373032
642	0.1359879625
643	0.1357570096
644	0.1355977312
645	0.1353750813
646	0.1351915544
647	0.1350541627
648	0.1347985953
649	0.1346138608
650	0.1343790571
651	0.1341414731
652	0.134013328
653	0.1337986376
654	0.1335778435
655	0.1333767346
656	0.1332416203
657	0.1330222461
658	0.132819375
659	0.1325875244
660	0.1323819427
661	0.1322161136
662	0.1320970707
663	0.1317830803
664	0.1315915061
665	0.1313378866
666	0.1311683139
667	0.1310203581
668	0.1308427026
669	0.1305758004
670	0.1304270912
671	0.1301808707
672	0.1299884936
673	0.1298340735
674	0.1297022835
675	0.1294801704
676	0.1292342187
677	0.1290814599
678	0.1288521971
679	0.128725467
680	0.1285254296
681	0.1283249197
682	0.1280442407
683	0.127816432
684	0.1276532116
685	0.1274622357
686	0.1272803985
687	0.127193552
688	0.1270449222
689	0.1267591498
690	0.1265406638
691	0.1263105982
692	0.1260673003
693	0.1258147582
694	0.1255881492
695	0.1254160492
696	0.1252545568
697	0.1249971571
698	0.1246904289
699	0.124451047
700	0.1243237003
701	0.1240983801
702	0.1239696268
703	0.1237855971
704	0.1236278759
705	0.1234604383
706	0.1233285459
707	0.1231046197
708	0.1229015331
709	0.1227093157
710	0.1225415951
711	0.1222546584
712	0.1220693653
713	0.1218822279
714	0.1217351896
715	0.1215528465
716	0.1213490344
717	0.1211593259
718	0.120985795
719	0.1208614524
720	0.1206932542
721	0.1205284645
722	0.1202796234
723	0.1200497389
724	0.119799517
725	0.1195477251
726	0.1193719341
727	0.119161719
728	0.1189692226
729	0.1187795855
730	0.1186299218
731	0.1184951086
732	0.1182194711
733	0.1180000662
734	0.1177304827
735	0.1175110498
736	0.1173181593
737	0.1170820041
738	0.116861541
739	0.1165722828
740	0.1164856193
741	0.1163043939
742	0.1160549556
743	0.1158766146
744	0.1156813617
745	0.1155725356
746	0.1153569455
747	0.1151550567
748	0.1149967159
749	0.1148248335
750	0.1146678759
751	0.1144632848
752	0.1143209922
753	0.1141654583
754	0.1139745038
755	0.1138010484
756	0.1136144432
757	0.1134365801
758	0.1132482928
759	0.1130878392
760	0.112957368
761	0.1128201784
762	0.1127110593
763	0.1125598625
764	0.1123731584
765	0.1122138
766	0.1120425657
767	0.1118566227
768	0.1116372594
769	0.111420504
770	0.1113138498
771	0.1111604739
772	0.1110376665
773	0.1107826447
774	0.1105263973
775	0.11033983
776	0.1101515967
777	0.1100062862
778	0.1097634276
779	0.10950167
780	0.1093371084
781	0.1091908665
782	0.1089867669
783	0.1088540915
784	0.1087477327
785	0.1086585046
786	0.1085294052
787	0.108333499
788	0.1081787087
789	0.1079491413
790	0.1076775757
791	0.1074325865
792	0.1072421608
793	0.1071457714
794	0.1069776344
795	0.1068971286
796	0.1067292749
797	0.1065573882
798	0.1063733461
799	0.106165696
800	0.1059751323
801	0.1058187313
802	0.1055870957
803	0.1053392841
804	0.1051772632
805	0.1050441923
806	0.1048800851
807	0.1047466262
808	0.1045736498
809	0.1043937842
810	0.1042229206
811	0.1040479699
812	0.103871257
813	0.1036506271
814	0.1034296438
815	0.1032094093
816	0.1030894821
817	0.1029174265
818	0.1027125069
819	0.1025079366
820	0.1023426734
821	0.102175229
822	0.1019997813
823	0.1018478476
824	0.1016636056
825	0.1015787486
826	0.1013508484
827	0.1011592449
828	0.1009631456
829	0.1007505529
830	0.100582352
831	0.1003433903
832	0.1002176513
833	0.1000795984
834	0.1000155319
835	0.09981383583
836	0.09961711742
837	0.09949337454
838	0.09936357416
839	0.09919019987
840	0.09905134479
841	0.09900225173
842	0.09885078927
843	0.09870650502
844	0.09846396591
845	0.09827060785
846	0.09808601185
847	0.09792645106
848	0.09778786294
849	0.09764463475
850	0.09751881328
851	0.09738018119
852	0.09721626097
853	0.09703998954
854	0.09688251469
855	0.09667200786
856	0.09651930884
857	0.09636015152
858	0.09613487785
859	0.09594044176
860	0.09570885241
861	0.09554639885
862	0.09541382069
863	0.09524814071
864	0.09513634343
865	0.09496479467
866	0.09486558307
867	0.09465964388
868	0.09443933051
869	0.09424132076
870	0.09397043707
871	0.09389503465
872	0.09378329917
873	0.09362341936
874	0.09344059546
875	0.09328895691
876	0.09317645741
877	0.09305709891
878	0.09293585779
879	0.09280648258
880	0.0926840125
881	0.09250928022
882	0.09233257253
883	0.092166138
884	0.09200192762
885	0.09193781271
886	0.09179115341
887	0.09172546197
888	0.09163273902
889	0.09146244861
890	0.09133441022
891	0.09115953061
892	0.09105478302
893	0.09091469145
894	0.0907566082
895	0.09059471063
896	0.09039212522
897	0.09021201623
898	0.09007794621
899	0.08991710931
900	0.08975382864
901	0.08957764652
902	0.08953721529
903	0.08946903776
904	0.08931199765
905	0.08911364549
906	0.08897127142
907	0.08882034568
908	0.08867321023
909	0.08854348611
910	0.08841465925
911	0.08830052806
912	0.08821405783
913	0.08806184003
914	0.0879613642
915	0.08779330589
916	0.08764911947
917	0.0875148953
918	0.08735284397
919	0.08722208644
920	0.08706808432
921	0.0869504358
922	0.08676690835
923	0.0865994713
924	0.08646365438
925	0.08624022779
926	0.08612818389
927	0.08602885101
928	0.08588064158
929	0.08572690453
930	0.08558722768
931	0.08547703284
932	0.08533228952
933	0.08519507626
934	0.08508122208
935	0.08494045734
936	0.08482639099
937	0.08467918432
938	0.08451884455
939	0.08439637086
940	0.08426205433
941	0.08417979655
942	0.08403731628
943	0.08384193498
944	0.08369001208
945	0.08354330502
946	0.08343125698
947	0.08323095343
948	0.08308728288
949	0.08289615274
950	0.0827253109
951	0.08258342187
952	0.0823949956
953	0.08221696134
954	0.08203824809
955	0.08189946243
956	0.0817987482
957	0.08170680514
958	0.08156786059
959	0.08138926847
960	0.08120236609
961	0.08106433296
962	0.08095132513
963	0.08078034101
964	0.08063256688
965	0.08050010693
966	0.08038699905
967	0.08025122359
968	0.08011120863
969	0.07997955439
970	0.07992089
971	0.07981691002
972	0.07969511787
973	0.07958344657
974	0.07946149695
975	0.07932007311
976	0.07923008159
977	0.07907260772
978	0.078909236
979	0.0787620304
980	0.078619992
981	0.07851072388
982	0.07834193526
983	0.0782368533
984	0.07808660588
985	0.07802291296
